Borough,Address,Number of Floors,Zoning District,Year Built,Building Class,Filing Status,Filing Date,Owner Name,Owner Bus Name,Qewi Name,Qewi Bus Name
MANHATTAN,BROAD STREET 117,40,C5-5,1970,RB,UNSAFE,03/16/2017,DAWN  KEYS,125 BROAD CONDOMINIUM,TIMOTHY  WEBB,O&amp;S ASSOCIATES
MANHATTAN,CANAL STREET 83,6,C6-1G,1925,K4,UNSAFE,02/20/2020,HUGH  FEINBERG,Amicus Associates LLP c/o Friedman Management Cor,RYAN  JOHNSON,PVE SHEFFLER LLC
MANHATTAN,SULLIVAN STREET 150,6,R7-2,1911,C6,UNSAFE,11/21/2006,JORDAN COOPER & ASSOC.,CRAIG L TOOMAN,CUTSOGEORGE TOOMAN ALLEN ARCHITE
MANHATTAN,MOTT STREET 128,7,C6-2G,1912,RC,UNSAFE,10/18/2012,128-139 MOTT STREET LLC,AAMER  ISLAM,AXIS DESIGN GROUP INT. LLC
MANHATTAN,MOTT STREET 308,7,C6-2,1902,C6,UNSAFE,02/20/2007,NEW MOTT APARTMENTS CORP,VICTOR  SCHWARTZ,VICTOR SCHWATZ ARCHITECT
MANHATTAN,MOTT STREET 308,7,C6-2,1902,C6,UNSAFE,06/10/2019,ANASTASIOS  MAGOULAS,NEW MOTT APARTMENT CORP,MARCIANO  STANCO,MAGNUM OPUS ARCHITECTURE P.C.
MANHATTAN,BROADWAY 632,12,M1-5B,1900,O6,UNSAFE,02/19/2013,RENAISSANCE 632 BROADWAY LLC,ALAN S EPSTEIN,EPSTEIN ENGINEERINF PC
MANHATTAN,LAFAYETTE STREET 325,7,M1-5B,1900,D0,UNSAFE,05/04/2009,325 LAFAYETTE ST TENANTS CORP,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,WATER STREET 675,21,R7-2,1962,D4,UNSAFE,02/13/2007,GOUVENEUR GARDENS HOUSIN,ALAN S EPSTEIN,EPSTEIN ENGINEERINGP.C
MANHATTAN,WATER STREET 645,21,R7-2,1962,D4,UNSAFE,02/13/2007,GOUVERNEUR GARDENS HOUSI,ALAN S EPSTEIN,EPSTEIN ENGINEERINGP.C
MANHATTAN,CANAL STREET 48,0,C6-2,1910,R1,UNSAFE,08/10/2005,TWO BRIDGES CONDO,EDY B ZINGHER,ETNA CONSULTING
MANHATTAN,ALLEN STREET 45,14,C6-1G,1973,D3,UNSAFE,09/27/2013,NEW YORK CITY HOUSING AUTHORITY,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,ALLEN STREET 45,14,C6-1G,1973,D3,UNSAFE,01/26/2018,GARY  GUILLAUME,NYC HOUSING AUTHORITY,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,ELDRIDGE STREET 54,7,C6-1G,1900,C7,UNSAFE,02/20/2007,54 ELDRIDGE STREET,MICHAEK R LARKIN,RAND ENGINEERING
MANHATTAN,ELDRIDGE STREET 54,7,C6-1G,1900,C7,UNSAFE,08/20/2012,54 ELDRIDGE ST. CORP,ALAN S EPSTEIN,EPSTEN ENGINEERING PC
MANHATTAN,WEST HOUSTON STREET 182,13,R6,1952,D4,UNSAFE,02/01/2007,HOUSTON STREET OWNER COR,EDY B ZINGHER,ETNA CONSULTING
MANHATTAN,BOWERY 93,18,C6-1G,2009,H2,UNSAFE,03/01/2019,SIMON  WONG,93 BOWERY HOLDINGS LLC,JOSEPH  LIEBER,ACTIVE DESIGN GROUP ENGINEERING
MANHATTAN,BROADWAY 692,12,M1-5B,1909,RM,UNSAFE,12/10/2013,SILK BLDG CONODOMINIUM,THOMAS M CAPOBIANCO,J.K.BLUM CO LLP
MANHATTAN,GRAND STREET 383,21,R8,1960,D4,UNSAFE,02/19/2019,DARCEY  GERSTEIN,SEWARD PARK HOUSING CORP.,RONALD  ERICKSON,RONALD R. ERICKSON
MANHATTAN,LA GUARDIA PLACE 520,7,R7-2,1890,D4,UNSAFE,02/25/2019,ANTHONY  LANESE,520 APARTMENT CORP,KEVIN  BONE,KEVIN BONE
MANHATTAN,DIVISION STREET 135,8,C6-2,1988,RM,UNSAFE,10/30/2020,KIN  YU,135 DIVISION STREET CONDOMINIUM,MAX  LEE,PROJECT TACTICAL SOLUTIONS LLC
MANHATTAN,COLUMBIA STREET 80,14,R7-2,1962,D3,UNSAFE,12/08/2012,NEW YORK CITY HOUSING AUTHORITY,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,COLUMBIA STREET 110,14,R7-2,1962,D3,UNSAFE,12/03/2012,NEW YORK CITY HOUSING AUTHORITY,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,F D R DRIVE 595,14,R7-2,1962,D3,UNSAFE,09/20/2013,NYCHA,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,DELANCEY STREET 296,14,R7-2,1962,D3,UNSAFE,12/03/2012,NEW YORK CITY HOUSING AUTHORITY,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,F D R DRIVE 571,14,R7-2,1962,D3,UNSAFE,09/20/2013,NYCHA,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,BARUCH DRIVE 80,14,R7-2,1962,D3,UNSAFE,10/16/2019,LLOYD  VALDEZ,NYCHA,GEORGE  OUNDJIAN,RAMAN & OUNDJIAN ENGINEERS & ARCH P
MANHATTAN,BARUCH DRIVE 95,14,R7-2,1962,D3,UNSAFE,05/16/2018,GARY  GUILLAUME,NYC HOUSING AUTHORITY,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,COLUMBIA STREET 110,14,R7-2,1962,D3,UNSAFE,08/16/2016,NYC  HOUSING AUTHORITY,BARIS  ACAR,HERITAGE ARCHITECTURE LLC
MANHATTAN,DELANCEY STREET 296,14,R7-2,1962,D3,UNSAFE,08/16/2016,NYC HOUSING AUTHORITY,BARIS  ACAR,HERITAGE ARCHITECTURE LLC
MANHATTAN,DELANCEY STREET 296,14,R7-2,1962,D3,UNSAFE,08/16/2016,NYC HOUSING AUTHORITY,BARIS  ACAR,HERITAGE ARCHITECTURE LLC
MANHATTAN,F D R DRIVE 521,14,R7-2,1962,D3,UNSAFE,10/15/2019,LLOYD  VALDEZ,NYCHA,GEORGE  OUNDJIAN,RAMAN & OUNDJIAN ENGINEERS & ARCH P
MANHATTAN,COLUMBIA STREET 72,14,R7-2,1962,D3,UNSAFE,12/20/2016,MARTHA  BRAZOBAN,nycha,BARIS  ACAR
MANHATTAN,DELANCEY STREET 308,14,R7-2,1962,D3,UNSAFE,10/16/2019,LLOYD  VALDEZ,NYCHA,GEORGE  OUNDJIAN,RAMAN & OUNDJIAN ENGINEERS & ARCH P
MANHATTAN,BARUCH DRIVE 110,14,R7-2,1962,D3,UNSAFE,05/16/2018,GARY  GUILLAUME,NYC HOUSING AUTHORITY,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,BARUCH DRIVE 75,14,R7-2,1962,D3,UNSAFE,10/28/2019,LLOYD  VALDEZ,NYCHA,GEORGE  OUNDJIAN,RAMAN & OUNDJIAN ENGINEERS & ARCH P
MANHATTAN,BARUCH DRIVE 70,14,R7-2,1962,D3,UNSAFE,01/31/2018,GARY  GUILLAUME,NYC HOUSING AUTHORITY,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,BARUCH DRIVE 70,14,R7-2,1962,D3,UNSAFE,09/20/2013,NYCHA,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,BARUCH DRIVE 80,14,R7-2,1962,D3,UNSAFE,09/20/2013,NYCHA,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,BARUCH DRIVE 95,14,R7-2,1962,D3,UNSAFE,09/20/2013,NYCHA,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,DELANCEY STREET 288,14,R7-2,1962,D3,UNSAFE,10/28/2019,LLOYD  VALDEZ,NYCHA,GEORGE  OUNDJIAN,RAMAN & OUNDJIAN ENGINEERS & ARCH P
MANHATTAN,COLUMBIA STREET 80,14,R7-2,1962,D3,UNSAFE,12/20/2016,MARTHA  BRAZOBAN,NYCHA,BARIS  ACAR
MANHATTAN,F D R DRIVE 549,14,R7-2,1962,D3,UNSAFE,10/15/2019,LLOYD  VALDEZ,NYCHA,GEORGE  OUNDJIAN,RAMAN & OUNDJIAN ENGINEERS & ARCH P
MANHATTAN,F D R DRIVE 549,14,R7-2,1962,D3,UNSAFE,09/20/2013,NEW YORK CITY HOUSING AUTHORITY,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,F D R DRIVE 521,14,R7-2,1962,D3,UNSAFE,09/20/2013,NYCHA,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,COLUMBIA STREET 72,14,R7-2,1962,D3,UNSAFE,12/31/2012,NEW YORK CITY HOUSING AUTHORITY,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,DELANCEY STREET 308,14,R7-2,1962,D3,UNSAFE,09/20/2013,NYCHA,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,BARUCH DRIVE 110,14,R7-2,1962,D3,UNSAFE,09/20/2013,NYCHA,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,BARUCH DRIVE 60,14,R7-2,1962,D3,UNSAFE,09/20/2013,NYCHA,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,MACDOUGAL STREET 120,7,R7-2,1901,C7,UNSAFE,02/20/2019,RENE  ZEMP,120 MACDOUGAL STREET REALTY LLC,RICHARD  LEFEVER,FACADE MD ARCHITECTURE AND ENGINEER
MANHATTAN,WEST 4 STREET 136,6,R7-2,1927,D1,UNSAFE,01/23/2019,LEONARD  CRANE,West Village Realty Associates L.P.,ANTHONY  ACCARDO,ACCARDO ENGINEERING PLLC
MANHATTAN,PITT STREET 53,7,R8A,1900,D1,UNSAFE,06/03/2009,53 PITT STREET PROPERTY LLC,GENE E KLEINSMITH,K&H CONSULTING
MANHATTAN,BROADWAY 712,11,M1-5B,1895,D0,UNSAFE,11/20/2006,712/714 BROADWAY CORP,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCHITECTS
MANHATTAN,FOURTH AVENUE 145,17,C6-4,1964,D6,UNSAFE,06/21/2012,I BLDG CO.INC,MICHAEL J LARKIN,RAND ENGINEERING & ARCHITECT
MANHATTAN,EAST 9 STREET 47,14,R7-2,1964,D4,UNSAFE,02/20/2019,MARK  HOFFMAN,Jefferson Tenants Corp.,MUHAMMAD  MUHAYSIN,STONE ENGINEERING PC
MANHATTAN,EAST   11 STREET 60,7,C6-1,1930,O6,UNSAFE,06/30/2015,60-62 EAST 11TH STREET CORP,EDWARD T SIMONIELLO,SW ENGINEERING CO. PLLC
MANHATTAN,EAST   11 STREET 60,7,C6-1,1930,O6,UNSAFE,06/30/2015,60-62 EAST 11TH STREET CORP,EDWARD T SIMONIELLO,SW ENGINEERING CO. PLLC
MANHATTAN,EAST   11 STREET 60,7,C6-1,1930,O6,UNSAFE,06/30/2015,60-62 EAST 11TH STREET CORP,EDWARD T SIMONIELLO,SW ENGINEERING CO PLLC
MANHATTAN,EAST 10 STREET 25,10,R7-2,1929,D6,UNSAFE,02/21/2007,PHILLIPS & HUYLER ASSOC,RADU  MARINESCU,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,EAST 10 STREET 29,8,R7-2,1900,RC,UNSAFE,02/15/2013,UNIVERSITY CONDOMINIUMS,SCOTT K HENSON,SCOTT HENSON ARCHITECT LLC
MANHATTAN,EAST 11 STREET 67,7,C6-1,1930,D0,UNSAFE,02/13/2013,CAST IRON CORP,EDWARD  SIMONIELLO,SW ENGINEERING COMPANY PLLC
MANHATTAN,EAST 11 STREET 67,7,C6-1,1930,D0,UNSAFE,02/08/2019,MARK  FEINBERG,CAST IRON CORP,HOWARD  ZIMMERMAN,HLZIMMERMAN ARCHITECTS
MANHATTAN,FIFTH AVENUE 31,16,R10,1923,D4,UNSAFE,08/23/2012,33 FIFTH AVENUE OWNERS CORP,IVAN  MRAKOVCIC,RAND ENGINEERING & ARCHITECT
MANHATTAN,EAST BROADWAY 17,7,C6-1G,1900,RC,UNSAFE,08/26/2020,TUNG  LAM,KING HENRY REALTY INC.,FRANCESCO  MO,FRANCESCO MO P.E.
MANHATTAN,5 AVENUE 45,16,R10,1925,D4,UNSAFE,07/10/2007,45 FIFTH AVENUE APT CORP,CRAIG L TOOMAN,CUTSOGEORGE TOOMAN & ALLEN ARCHI
MANHATTAN,5 AVENUE 45,16,R10,1925,D4,UNSAFE,02/17/2012,45 FIFTH AVENUE OWNERS CORP,IVAN  MRAKOVCIC,RAND ENGINEERING & ARCHITECT
MANHATTAN,EAST BROADWAY 228,8,R8,1931,N2,UNSAFE,05/17/2007,BIALYSTOKER NURSING HOME,MARK  LICALZI,LUKE LICALZI P.E. P.C
MANHATTAN,EAST BROADWAY 228,8,R8,1931,N2,UNSAFE,02/20/2017,PETER  VIDEV,222 EAST BROADWAY PROPERTY OWNER LLC,MARK  ELLIS,CORNERSTONE ARCHITECTS
MANHATTAN,EAST   14 STREET 18,6,C6-1,1900,D9,UNSAFE,07/28/2020,CHARLES  BLAICHMAN,1314 Development LLC,HANS  ARNTSEN,DYNAMIC STRUCTURES INC.
MANHATTAN,EAST   14 STREET 18,6,C6-1,1900,D9,UNSAFE,06/23/2020,CHARLES  BLAICHMAN,1314 Development LLC,HANS  ARNTSEN,DYNAMIC STRUCTURES INC.
MANHATTAN,F D R DRIVE 473,2,R7-2,1955,D4,UNSAFE,10/07/2020,SHULIE  WOLLMAN,COOPERATIVE VILLAGE MANAGEMENT,WILLIAM  STRUTH,LAWLESS & MANGIONE ARCHITECT AND EN
MANHATTAN,GRAND STREET 568,2,R7-2,1955,D4,UNSAFE,10/07/2020,SHULIE  WOLLMAN,East River Housing Corp.,WILLIAM  STRUTH,LAWLESS & MANGIONE ARCHITECT AND EN
MANHATTAN,WEST 9 STREET 26,9,R6,1923,D9,UNSAFE,02/21/2007,C/O ARS MANAGEMENT,DAVID  SALAMON,SALAMON ENGINEERING
MANHATTAN,WEST 9 STREET 26,9,R6,1923,D9,UNSAFE,02/21/2013,B ADAMS HOLDINGS,DAVID  SALAMON,SALAMON ENGINEERING PLLC
MANHATTAN,WEST 9 STREET 26,9,R6,1923,D9,UNSAFE,02/15/2019,GEORGE  ADAMS,Hiesiger Asher,DAVID  SALAMON,SALAMON ENGINEERING PLLC
MANHATTAN,COLUMBIA STREET 85,21,R7-2,1966,D4,UNSAFE,12/21/2007,MANAGEMENT CORP BERNICE MCCALLUM,WILLIAM F VARNEY III,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,COLUMBIA STREET 75,21,R7-2,1966,D4,UNSAFE,12/21/2007,MASARYK TOWERS CORP,WILLIAM F VARNEY.III,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,COLUMBIA STREET 65,21,R7-2,1966,D4,UNSAFE,12/21/2007,65 COLUMBIA STREET,WILLIAM F VARNEY III,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,COLUMBIA STREET 71,21,R7-2,1966,D4,UNSAFE,12/21/2007,MASARYK TOWERS CORP,WILLIAM F VARNEY III,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,COLUMBIA STREET 85,21,R7-2,1966,D4,UNSAFE,05/30/2014,MASARY TOWERS CORP,WILLIAM F VARNEYIII,RAND ENGINEERING & ARCHITECT
MANHATTAN,COLUMBIA STREET 75,21,R7-2,1966,D4,UNSAFE,05/30/2014,MASARYK TOWERS CORP,WILLIAM F VARNEYIII,RAND ENGINEERING & ARCHITECT
MANHATTAN,COLUMBIA STREET 65,21,R7-2,1966,D4,UNSAFE,05/30/2014,MASARYK TOWERS CORP,WILLIAM F VARNEYIII,RAND ENGINEERING & ARCHITECT
MANHATTAN,COLUMBIA STREET 71,21,R7-2,1966,D4,UNSAFE,05/30/2014,MASARYK TOWERS CORP,WILLIAM F VARNEYIII,RAND ENGINEERING & ARCHITECT
MANHATTAN,WEST 11 STREET 56,9,R6,1912,D3,UNSAFE,10/13/2020,MARJORIE  NESBITT,56 WEST 11TH STREET LLC,JOSEPH  CANTON,JMA CONSULTANTS AND ENGINEERS P.C.
MANHATTAN,PITT STREET 90,20,R7-2,1962,D6,UNSAFE,01/18/2013,NEW YORK CITY HOUSING AUTHORITY,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,PITT STREET 60,20,R7-2,1962,D6,UNSAFE,01/22/2013,NEW YORK CITY HOUSING AUTHORITY,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,WEST 12 STREET 31,11.5,R6,1901,D4,UNSAFE,11/21/2006,31 OPERATING CORP,PETER  DEMP,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,WEST 4 STREET 186,8,R6,1897,RM,UNSAFE,02/14/2018,MARJORIE  OTTER,AKAM ASSOCIATES INC.,BRIAN  SULLIVAN,SULLIVAN ENGINEERING
MANHATTAN,HESTER STREET 48,9,C6-2,1990,RM,UNSAFE,06/30/2019,PETER  STRATIGAKIS,DIVISION PROPERTY MGMT,TERENCE  HUDSON,FIRM ENGINEERING P.C.
MANHATTAN,HUDSON STREET 333,10,M1-6,1925,O9,UNSAFE,02/21/2007,WHITEHALL BUSINESS INC.,HUGH  ROBOTHAM,HUGH ROBOTHAM ARCHITECT PC
MANHATTAN,HUDSON STREET 333,10,M1-6,1925,O9,UNSAFE,03/22/2019,TARA  CHASE,33 Hudson Street,IVAN  ZURKIWSKYJ,CANY
MANHATTAN,EAST 13 STREET 726,26,R7-2,1966,D9,UNSAFE,04/15/2008,HAVEN PLAZA HSG DVLFN,ANATOL  FEOKTISTOFF,ANATOL FEOKTISTOFF ARCHITECT
MANHATTAN,AVENUE C 200,26,R7-2,1966,D9,UNSAFE,04/15/2008,HAVEN PLAZA HSING DEVELOPMENT,ANATOL  FEOKTISTOFF,ANATOL FEOKTISOFF
MANHATTAN,AVENUE C 188,26,R7-2,1966,D9,UNSAFE,04/15/2008,HAVEN PLAZA DEVELOPMENT CORP,ANATOL  FOEKTISTOFF,ANATOL FEOKTISTOFF ARCHITECT
MANHATTAN,WEST 11 STREET 126,7,R6,1899,D4,UNSAFE,02/14/2007,UNADILLA OWNERS CORP,THOMAS  TSUE,THOMAS TSUE ARCHITECTS
MANHATTAN,WEST 11 STREET 126,7,R6,1899,D4,UNSAFE,02/21/2017,HARRIET  KYROUS,Unadilla Owners Corp.,ANTHONY  ADDESSO,MUNICIPAL BUILDING CONSULTANTS
MANHATTAN,EAST 3 STREET 251,8,R8B,1973,D9,UNSAFE,01/18/2013,NEW YORK CITY HOUSING AUTHORITY,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,EAST 3 STREET 251,8,R8B,1973,D9,UNSAFE,08/05/2016,NEW YORK CITY HOUSING AUTHORITY,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,WEST 12 STREET 137,6,R6,1900,D4,UNSAFE,02/20/2018,PHILIP  BOOK,Centrentset Corp. c/o Buchbinder & Warren LLC.,OSVALDO  BERTOLINI,BERTOLINI ARCHITECTURAL WORKS DPC
MANHATTAN,WEST   12 STREET 149,6,R6,1900,D4,UNSAFE,02/20/2018,PHILIP  BOOK,Centrentset Corp. c/o Buchbinder & Warren LLC.,OSVALDO  BERTOLINI,BERTOLINI ARCHITECTURAL WORKS DPC
MANHATTAN,WEST   12 STREET 145,6,R6,1900,D4,UNSAFE,02/20/2018,PHILIP  BOOK,Centrentset Corp. c/o Buchbinder & Warren LLC.,OSVALDO  BERTOLINI,BERTOLINI ARCHITECTURAL WORKS DPC
MANHATTAN,EAST 11 STREET 624,6,R8B,1900,D9,UNSAFE,02/21/2013,BETTER LIVING PROPERTIES,JUMAANE O STEWART,S.R.Y.DESIGN ASSOCIATE
MANHATTAN,EAST 11 STREET 624,6,R8B,1900,D9,UNSAFE,02/21/2013,ABRAHAM  SOUDRY,BETTER LIVING PROPERTIES,JUMAANE O STEWART,S.R.Y. DESIGN ASSOCIATE
MANHATTAN,EAST 11 STREET 611,7,R8B,1910,D9,UNSAFE,03/18/2011,611 REALTY LLC,DAVID  TURNER,DAVID TURNER ARCHITECT PC
MANHATTAN,EAST 11 STREET 611,7,R8B,1910,D9,UNSAFE,03/18/2011,611 REALTY LLC,DAVID  TURNER,DAVID TURNER ARCHITECT PC
MANHATTAN,EAST 8 STREET 334,6,R8B,1900,D1,UNSAFE,08/16/2012,MUTUAL HOUSING PARTNERSHIP,ALAN S EPSTEIN,EPSTEIN ENGINEERING PC
MANHATTAN,BLEECKER STREET 350,7,C1-6,1963,D4,UNSAFE,08/16/2012,350 BLEECKER STREET APT CORP,GENE E KLEINSMITH,K & H CONSULTING
MANHATTAN,BROOME STREET 154,23,R8,1971,D3,UNSAFE,10/08/2013,N.Y.C.H.A,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,BROOME STREET 154,23,R8,1971,D3,UNSAFE,12/16/2015,NYCHA,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,EAST 13 STREET 641,17,R7-2,1980,D6,UNSAFE,01/22/2013,NEW YORK CITY HOUSING AUTHORITY,PAUL  MILLMAN,SUPERSTRUCTURE ENG & ARCH
MANHATTAN,EAST 14 STREET 612,17,R7-2,1980,D6,UNSAFE,01/31/2018,GARY  GUILLAUME,NYC HOUSING AUTHORITY,RONNETTE  RILEY
MANHATTAN,WEST 13 STREET 345,7,C1-6,1920,RM,UNSAFE,02/14/2007,345 W 13 ST CONDOMMINUM,WALTER B MELVIN,WALTER B. MELVIN ARCHITECTS LLC
MANHATTAN,WEST 13 STREET 345,7,C1-6,1920,RM,UNSAFE,02/21/2017,MICHAEL  HUBER,345 West 13th Street Condominium,JAMEY  EHRMAN,RAND Engineering & Architecture DPC
MANHATTAN,CHRISTOPHER STREET 165,7,C1-7,1964,D4,UNSAFE,11/20/2006,CHRISTOPHER STR OWNER CO,ROBERT  LENAHAN,ROBERT A.LENAHAN ARCHITECTPC
MANHATTAN,CHRISTOPHER STREET 165,7,C1-7,1964,D4,UNSAFE,02/17/2012,CHRISTOPHER ST. OWNERS CORP,DAVID  MAY,SUPERSTRUCTURES
MANHATTAN,LUDLOW STREET 152,7,C4-4A,1910,D5,UNSAFE,06/30/2015,152 LUDLOW STREET LLC,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCH
MANHATTAN,LUDLOW STREET 152,7,C4-4A,1910,D5,UNSAFE,06/30/2015,152 LUDLOW STREET LLC,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCH
MANHATTAN,LUDLOW STREET 157,7,C4-4A,1900,RM,UNSAFE,06/21/2019,LILIANA  MICHEL,157 LUDLOW CONDOMINIUM,MUHAMMAD  MUHAYSIN,STONE ENGINEERING PC
MANHATTAN,ALLEN STREET 157,7,C4-4A,1920,D6,UNSAFE,04/18/2008,TREASURE TOWER CORP.,ALAN S EPSTEIN,EPSTEIN ENGINEERING PC
MANHATTAN,WEST 17 STREET 418,7,R8,1963,D1,UNSAFE,09/27/2013,NEW YORK CITY HOUSING AUTHORITY,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,WEST 16 STREET 413,7,R8,1963,D1,UNSAFE,12/31/2012,NEW YORK CITY HOUSING AUTHORITY,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,WEST 17 STREET 418,7,R8,1963,D1,UNSAFE,08/16/2016,NEW YORK CITY HOUSING AUTHORITY,BARIS  ACAR,HERITAGE ARCHITECTURE LLC
MANHATTAN,WEST 17 STREET 412,7,R8,1963,D1,UNSAFE,06/19/2019,LLOYD  VALDEZ,NYCHA,JONATHAN  CELLA,GANDHI ENGINEERING INC.
MANHATTAN,WEST 17 STREET 434,7,R8,1963,D1,UNSAFE,06/19/2019,LLOYD  VALDEZ,NYCHA,JONATHAN  CELLA,GANDHI ENGINEERING INC.
MANHATTAN,WEST 16 STREET 413,7,R8,1963,D1,UNSAFE,08/16/2016,NYC HOUSING AUTHORITY,BARIS  ACAR,HERITAGE ARCHITECTURE LLC
MANHATTAN,WEST 17 STREET 418,7,R8,1963,D1,UNSAFE,08/16/2016,NEW YORK CITY HOUSING AUTHORITY,BARIS  ACAR,HERITAGE ARCHITECTURE LLC
MANHATTAN,WEST 19 STREET 453,7,R8A,1983,D4,UNSAFE,02/21/2018,RALPH  WESTERHOFF,West 19th Street Owners Corp.,EDWARD  SIMONIELLO,SW ENGINEERING COMPANY PLLC
MANHATTAN,EAST 7 STREET 259,7,R8B,2006,RM,UNSAFE,03/26/2018,CANDY  XIA,Flowerbox Condominium,HOWARD  ZIMMERMAN,HLZIMMERMAN ARCHITECTS
MANHATTAN,9 AVENUE 188,16,R7B,1965,RM,UNSAFE,02/16/2007,360 W 22 ST OWNERS CORP,EDY B ZINGHER,ETNA CONSULTING
MANHATTAN,9 AVENUE 188,16,R7B,1965,RM,UNSAFE,02/20/2017,GERALD  RIVERA,HALSTEAD,EDY  ZINGHER,ETNA CONSULTING
MANHATTAN,BARUCH PLACE 126,6,R7-2,1920,C4,UNSAFE,04/23/2009,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,BARUCH PLACE 126,6,R7-2,1920,C4,UNSAFE,01/22/2013,NYCHA,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,BARUCH PLACE 126,6,R7-2,1920,C4,UNSAFE,08/16/2016,NYC HOUSING AUTHORITY,BARIS  ACAR,HERITAGE ARCHITECTURE LLC
MANHATTAN,BARUCH PLACE 126,6,R7-2,1920,C4,UNSAFE,08/16/2016,NYC HOUSING AUTHORITY,BARIS  ACAR,HERITAGE ARCHITECTURE LLC
MANHATTAN,RIDGE STREET 80,7,R7A,1991,I6,UNSAFE,02/14/2007,80-92 RIDGE STREET HDFC,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,EAST    3 STREET 228,7,R8B,2003,D7,UNSAFE,11/07/2013,LESPMHA IILP,CHRIS I BENEDICT,CHRIS BENEDICTR.A
MANHATTAN,WEST 17 STREET 252,9,C6-2A,1985,R4,UNSAFE,02/21/2007,252-256 W 17 ST CONDO,ROBERT A SCHWARTZ,ROBERT A. SCHWARTZ RA
MANHATTAN,WEST 17 STREET 252,9,C6-2A,1985,R4,UNSAFE,03/02/2012,252 WEST 17TH ST.CONDO PLYMTH,ROBERTA L LEVINE,LPE ENGINEERINGPC
MANHATTAN,WEST 18 STREET 216,12,C6-2A,1912,O6,UNSAFE,02/13/2018,DEBORAH  SPARKS,COLUMBIA PROPERTY TRUST SERVICES L,DOM  DIAZ,DIAZ ARCHITECTS INC.PA
MANHATTAN,F D R DRIVE 765,6,R7-2,1948,D6,UNSAFE,02/24/2010,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,F D R DRIVE 765,6,R7-2,1948,D6,UNSAFE,02/28/2012,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,EAST 6 STREET 807,6,R7-2,1948,D6,UNSAFE,02/24/2010,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,EAST 6 STREET 807,6,R7-2,1948,D6,UNSAFE,02/28/2012,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
