Borough,Address,Total Building Floor Area,Zoning District,Assessed Total Value,Owner Name,Permit Issuance date,Permitte Name,Permittee Business Name,Permittee License Type
BX,792 EAST 169 STREET,0,R6,17220,780 E. ASSOCIATES LLC,10/21/2020,CAROLINA ALCANTARA LIRIANO,C & J CONST AND PAINTING,GC
BX,792 EAST 169 STREET,0,R6,17220,780 E. ASSOCIATES LLC,10/21/2020,CAROLINA ALCANTARA LIRIANO,C & J CONST AND PAINTING,GC
BX,792 EAST 169 STREET,0,R6,17220,780 E. ASSOCIATES LLC,10/21/2020,CAROLINA ALCANTARA LIRIANO,C & J CONST AND PAINTING,GC
BX,792 EAST 169 STREET,0,R6,17220,780 E. ASSOCIATES LLC,12/02/2020,THOMAS SCARINCI,GJ PLUMBING LLC,MP
BX,1755 WATSON AVENUE,312880,R7A,14172800,BPDC HOUSING DEVELOPMENT FUND COMPANY I NC.,02/10/2021,AMNON SHALHOV,JOY CONSTRUCTION CORP,GC
BX,1755 WATSON AVENUE,312880,R7A,14172800,BPDC HOUSING DEVELOPMENT FUND COMPANY I NC.,02/09/2021,AMNON SHALHOV,JOY CONSTRUCTION CORP,GC
BX,1755 WATSON AVENUE,312880,R7A,14172800,BPDC HOUSING DEVELOPMENT FUND COMPANY I NC.,03/09/2021,AMNON SHALHOV,JOY CONSTRUCTION CORP,GC
MN,492 ST NICHOLAS AVENUE,17020,R8,1240650,BOC ST. NICHOLAS LLC,06/12/2020,JOHN PILLA JR,THE J. PILLA GROUP LTD,GC
MN,492 ST NICHOLAS AVENUE,17020,R8,1240650,BOC ST. NICHOLAS LLC,07/02/2020,JOHN PILLA JR,THE J. PILLA GROUP LTD,GC
BX,850 EAST 156 STREET,1728,R7-1,170550,PENTECOSTAL SMYRNA CHURCH OF GOD,09/04/2020,BO LIANG,TRISTAR DEVELOPING INC,GC
BX,850 EAST 156 STREET,1728,R7-1,170550,PENTECOSTAL SMYRNA CHURCH OF GOD,09/08/2020,BO LIANG,TRISTAR DEVELOPING INC,GC
MN,450 WEST 126 STREET,260965,M1-5/R7-2,18658400,TSTY OWNER LLC,03/01/2021,ARBER GREZDA,DONATO PLUMBING INC,MP
MN,450 WEST 126 STREET,260965,M1-5/R7-2,18658400,TSTY OWNER LLC,06/25/2020,RALPH ESPOSITO,LENDLEASE(US)CONSTRUCTION,GC
MN,450 WEST 126 STREET,260965,M1-5/R7-2,18658400,TSTY OWNER LLC,06/25/2020,RALPH ESPOSITO,LENDLEASE(US)CONSTRUCTION,GC
MN,450 WEST 126 STREET,260965,M1-5/R7-2,18658400,TSTY OWNER LLC,06/26/2020,RALPH ESPOSITO,LENDLEASE(US)CONSTRUCTION,GC
MN,450 WEST 126 STREET,260965,M1-5/R7-2,18658400,TSTY OWNER LLC,06/26/2020,RALPH ESPOSITO,LENDLEASE(US)CONSTRUCTION,GC
BX,1233 BEACH AVENUE,3060,R5,38400,1233 BEACH AVE LLC,08/04/2020,AGLIN ZEFI,A2Z CONSTRUCTION GROUP IN,GC
BX,1233 BEACH AVENUE,3060,R5,38400,1233 BEACH AVE LLC,09/14/2020,AGLIN ZEFI,A2Z CONSTRUCTION GROUP IN,GC
BX,980 WESTCHESTER AVENUE,148886,R7-1,2956950,980 WESTCHESTER HOUSING DEVELOPMENT FUND  CORPORAT,05/21/2020,ZDENKO BELIC,ONLINE MECHANICAL CORP,MP
BX,980 WESTCHESTER AVENUE,148886,R7-1,2956950,980 WESTCHESTER HOUSING DEVELOPMENT FUND  CORPORAT,11/09/2020,DANIEL COBLEIGH,BOLIVAR BUILDERS LLC,GC
BX,980 WESTCHESTER AVENUE,148886,R7-1,2956950,980 WESTCHESTER HOUSING DEVELOPMENT FUND  CORPORAT,11/09/2020,DANIEL COBLEIGH,BOLIVAR BUILDERS LLC,GC
BX,980 WESTCHESTER AVENUE,148886,R7-1,2956950,980 WESTCHESTER HOUSING DEVELOPMENT FUND  CORPORAT,11/09/2020,DANIEL COBLEIGH,BOLIVAR BUILDERS LLC,GC
BX,560 BROOK AVENUE,86116,M1-1,15413900,NYC ADMINISTRATION FOR CHILDRENS SERVICES,04/06/2020,DANIEL MLADENOVIC,DOBCO INC,GC
BX,560 BROOK AVENUE,86116,M1-1,15413900,NYC ADMINISTRATION FOR CHILDRENS SERVICES,04/06/2020,DANIEL MLADENOVIC,DOBCO INC,GC
BX,560 BROOK AVENUE,86116,M1-1,15413900,NYC ADMINISTRATION FOR CHILDRENS SERVICES,06/09/2020,DANIEL MLADENOVIC,DOBCO INC,GC
BX,560 BROOK AVENUE,86116,M1-1,15413900,NYC ADMINISTRATION FOR CHILDRENS SERVICES,06/09/2020,DANIEL MLADENOVIC,DOBCO INC,GC
BX,560 BROOK AVENUE,86116,M1-1,15413900,NYC ADMINISTRATION FOR CHILDRENS SERVICES,01/11/2021,DANIEL MLADENOVIC,DOBCO INC,GC
BX,560 BROOK AVENUE,86116,M1-1,15413900,NYC ADMINISTRATION FOR CHILDRENS SERVICES,01/11/2021,DANIEL MLADENOVIC,DOBCO INC,GC
BX,560 BROOK AVENUE,86116,M1-1,15413900,NYC ADMINISTRATION FOR CHILDRENS SERVICES,01/11/2021,DANIEL MLADENOVIC,DOBCO INC,GC
BX,560 BROOK AVENUE,86116,M1-1,15413900,NYC ADMINISTRATION FOR CHILDRENS SERVICES,03/12/2021,DANIEL MLADENOVIC,DOBCO INC,GC
BX,560 BROOK AVENUE,86116,M1-1,15413900,NYC ADMINISTRATION FOR CHILDRENS SERVICES,03/12/2021,DANIEL MLADENOVIC,DOBCO INC,GC
BX,560 BROOK AVENUE,86116,M1-1,15413900,NYC ADMINISTRATION FOR CHILDRENS SERVICES,03/12/2021,DANIEL MLADENOVIC,DOBCO INC,GC
BX,560 BROOK AVENUE,86116,M1-1,15413900,NYC ADMINISTRATION FOR CHILDRENS SERVICES,12/09/2020,DANIELLE MAGLIO,EASTERN PLBG & MECH CONTR,MP
BX,560 BROOK AVENUE,86116,M1-1,15413900,NYC ADMINISTRATION FOR CHILDRENS SERVICES,12/09/2020,DANIELLE MAGLIO,EASTERN PLBG & MECH CONTR,MP
BX,417 EAST 135 STREET,14996,R6,1097100,MYHAVEN LLC,06/25/2020,EFRAIM KAZTOW,MPI PLUMBING CORP,MP
BX,417 EAST 135 STREET,14996,R6,1097100,MYHAVEN LLC,07/01/2020,EFRAIM KAZTOW,MPI PLUMBING CORP,MP
BX,1275 PUGSLEY AVENUE,16537,R6,1696820,PRIDE LODGING LLC,01/14/2021,JAI PATEL,PHG CONSTRUCTION CORP,GC
BX,1275 PUGSLEY AVENUE,16537,R6,1696820,PRIDE LODGING LLC,07/08/2020,RALPH LANDOLFI JR,RRP PLUMBING CORP,MP
BX,2086 BRUCKNER BOULEVARD,12581,R6,378675,OLMSTEAD ESTATES INC.,10/30/2020,FABIAN RAMIREZ,FIRST CLASS MANAGEMENT CO,GC
BX,2086 BRUCKNER BOULEVARD,12581,R6,378675,OLMSTEAD ESTATES INC.,08/12/2020,FABIAN RAMIREZ,FIRST CLASS MANAGEMENT CO,GC
BX,2086 BRUCKNER BOULEVARD,12581,R6,378675,OLMSTEAD ESTATES INC.,10/14/2020,FABIAN RAMIREZ,FIRST CLASS MANAGEMENT CO,GC
BX,2086 BRUCKNER BOULEVARD,12581,R6,378675,OLMSTEAD ESTATES INC.,10/14/2020,FABIAN RAMIREZ,FIRST CLASS MANAGEMENT CO,GC
BX,707 BARRETTO STREET,0,M1-2/R7-2,2228400,NYC ADMINISTRATION FOR CHILDRENS SERVICES,03/24/2021,MARC HEIMAN,RICHTER & RATNER CONTRACT,GC
BX,707 BARRETTO STREET,0,M1-2/R7-2,2228400,NYC ADMINISTRATION FOR CHILDRENS SERVICES,03/25/2021,MARC HEIMAN,RICHTER & RATNER CONTRACT,GC
BX,707 BARRETTO STREET,0,M1-2/R7-2,2228400,NYC ADMINISTRATION FOR CHILDRENS SERVICES,03/30/2021,MARC HEIMAN,RICHTER & RATNER CONTRACT,GC
BX,707 BARRETTO STREET,0,M1-2/R7-2,2228400,NYC ADMINISTRATION FOR CHILDRENS SERVICES,03/31/2021,MARC HEIMAN,RICHTER & RATNER CONTRACT,GC
BX,1122 SOUTHERN BOULEVARD,33101,C8-3,2692800,SOUTHERN BLVD HOTEL LLC,03/04/2021,ALAN MITCHELL,A. M. PLUMBING COMPANY,MP
BX,1042 OLMSTEAD AVENUE,2858,R5,19740,CIOFFI SYLVIO,03/31/2021,ROBERT FIDUCCIA,TRI CITY MECHANICAL GROUP,MP
BX,1042 OLMSTEAD AVENUE,2858,R5,19740,CIOFFI SYLVIO,10/15/2020,JAMES CAREY,GREEN CASTLE A MGMT CORP,GC
BX,1042 OLMSTEAD AVENUE,2858,R5,19740,CIOFFI SYLVIO,10/15/2020,JAMES CAREY,GREEN CASTLE A MGMT CORP,GC
BX,1044 OLMSTEAD AVENUE,2858,R5,17460,CIOFFI SYLVIO,03/31/2021,ROBERT FIDUCCIA,TRI CITY MECHANICAL GROUP,MP
BX,1044 OLMSTEAD AVENUE,2858,R5,17460,CIOFFI SYLVIO,10/15/2020,JAMES CAREY,GREEN CASTLE A MGMT CORP,GC
BX,1044 OLMSTEAD AVENUE,2858,R5,17460,CIOFFI SYLVIO,10/15/2020,JAMES CAREY,GREEN CASTLE A MGMT CORP,GC
BX,1046 OLMSTEAD AVENUE,2990,R5,18960,CIOFFI SYLVIO,03/31/2021,ROBERT FIDUCCIA,TRI CITY MECHANICAL GROUP,MP
BX,1046 OLMSTEAD AVENUE,2990,R5,18960,CIOFFI SYLVIO,10/15/2020,JAMES CAREY,GREEN CASTLE A MGMT CORP,GC
BX,1046 OLMSTEAD AVENUE,2990,R5,18960,CIOFFI SYLVIO,10/15/2020,JAMES CAREY,GREEN CASTLE A MGMT CORP,GC
BX,,0,C6-2,0,,01/14/2021,MICHAEL CONTOS,BLETSAS PLBNG & HTG CORP,MP
BX,,0,C6-2,0,,03/05/2021,JOEL MOUNTY,MOUNTCO CONST. & DEV.CORP,GC
BX,,0,C6-2,0,,11/10/2020,JOEL MOUNTY,MOUNTCO CONST. & DEV.CORP,GC
BX,,0,C6-2,0,,12/08/2020,JOEL MOUNTY,MOUNTCO CONST. & DEV.CORP,GC
BX,2234 BLACKROCK AVENUE,6426,R5,66420,2234 BLACKROCK LLC,01/05/2021,LLOYD DRUMMOND,LLOYD G DRUMMOND PLBG&GEN,MP
BX,2234 BLACKROCK AVENUE,6426,R5,66420,2234 BLACKROCK LLC,09/10/2020,PAULIN LUMAJ,DEDAJ CONSTRUCTION CORP,GC
BX,2234 BLACKROCK AVENUE,6426,R5,66420,2234 BLACKROCK LLC,10/09/2020,FREDI BORI,BORI CONSTRUCTION CORP,GC
BX,2234 BLACKROCK AVENUE,6426,R5,66420,2234 BLACKROCK LLC,03/05/2021,FREDI BORI,BORI CONSTRUCTION CORP,GC
BX,2234 BLACKROCK AVENUE,6426,R5,66420,2234 BLACKROCK LLC,06/26/2020,FREDI BORI,BORI CONSTRUCTION CORP,GC
BX, SPOFFORD AVENUE,97804,R6,6588900,THE CITY OF NEW YORK ACTING BY AND THRO UGH ITS D,03/29/2021,JIMMY ZERVOUDIS,GALAXY G.C. GROUP LLC,GC
BX, SPOFFORD AVENUE,97804,R6,6588900,THE CITY OF NEW YORK ACTING BY AND THRO UGH ITS D,08/05/2020,JOSEPH DONOHOE,NAF PAK PLBG & HTG CORP,MP
BX, SPOFFORD AVENUE,97804,R6,6588900,THE CITY OF NEW YORK ACTING BY AND THRO UGH ITS D,08/28/2020,JIMMY ZERVOUDIS,GALAXY G.C. GROUP LLC,GC
BX,2401 WATSON AVENUE,7230,M1-1,1002600,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,01/04/2021,KEVIN BARRETT,HUNTER ROBERTS CONSTRUCTI,GC
BX,310 GRAND CONCOURSE,0,C6-2A,321300,310 GRAND CONCOURSE LLC,12/14/2020,YOEL GRUBER,NY DEVELOPERS & MANAGEMEN,GC
BX,310 GRAND CONCOURSE,0,C6-2A,321300,310 GRAND CONCOURSE LLC,03/18/2021,YOEL GRUBER,NY DEVELOPERS & MANAGEMEN,GC
BX,310 GRAND CONCOURSE,0,C6-2A,321300,310 GRAND CONCOURSE LLC,03/18/2021,YOEL GRUBER,NY DEVELOPERS & MANAGEMEN,GC
BX,EAST 149 STREET,60969,M1-4/R8A,3837150,UNAVAILABLE OWNER,01/25/2021,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BX,EAST 149 STREET,60969,M1-4/R8A,3837150,UNAVAILABLE OWNER,07/31/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BX,EAST 149 STREET,60969,M1-4/R8A,3837150,UNAVAILABLE OWNER,09/23/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BX,EAST 149 STREET,60969,M1-4/R8A,3837150,UNAVAILABLE OWNER,10/28/2020,SAVVAS MILIENOS,AMERICAN STANDARD P&H COR,MP
BX,1812 WESTCHESTER AVENUE,3278,R5,580500,RW 1812 WESTCHESTER LLC,01/26/2021,VICTOR CHON,TREND 21 MANAGEMENT INC,GC
BX,1812 WESTCHESTER AVENUE,3278,R5,580500,RW 1812 WESTCHESTER LLC,09/18/2020,STEVE CHON,AVON PLBG & HTG INC,MP
BX,972 WASHINGTON AVENUE,95044,M1-1/R7-2,3853800,PCMH WASHINGTON AVE. HOUSING DEVELOPMENT  FUND COR,01/18/2021,CHRISTOPHER FILLAS,PENTA RESTORATION CORP,GC
BX,972 WASHINGTON AVENUE,95044,M1-1/R7-2,3853800,PCMH WASHINGTON AVE. HOUSING DEVELOPMENT  FUND COR,01/18/2021,CHRISTOPHER FILLAS,PENTA RESTORATION CORP,GC
BX,972 WASHINGTON AVENUE,95044,M1-1/R7-2,3853800,PCMH WASHINGTON AVE. HOUSING DEVELOPMENT  FUND COR,03/17/2021,CHRISTOPHER FILLAS,PENTA RESTORATION CORP,GC
BX,972 WASHINGTON AVENUE,95044,M1-1/R7-2,3853800,PCMH WASHINGTON AVE. HOUSING DEVELOPMENT  FUND COR,03/18/2021,CHRISTOPHER FILLAS,PENTA RESTORATION CORP,GC
BX,972 WASHINGTON AVENUE,95044,M1-1/R7-2,3853800,PCMH WASHINGTON AVE. HOUSING DEVELOPMENT  FUND COR,03/18/2021,CHRISTOPHER FILLAS,PENTA RESTORATION CORP,GC
BX,972 WASHINGTON AVENUE,95044,M1-1/R7-2,3853800,PCMH WASHINGTON AVE. HOUSING DEVELOPMENT  FUND COR,08/11/2020,NICK FILLAS,PENTA RESTORATION CORP,GC
BX,972 WASHINGTON AVENUE,95044,M1-1/R7-2,3853800,PCMH WASHINGTON AVE. HOUSING DEVELOPMENT  FUND COR,08/11/2020,NICK FILLAS,PENTA RESTORATION CORP,GC
BX,972 WASHINGTON AVENUE,95044,M1-1/R7-2,3853800,PCMH WASHINGTON AVE. HOUSING DEVELOPMENT  FUND COR,10/28/2020,DEMETRIOS SKULUDIS,D.D.S. MECH PBG&HTG CORP,MP
BX,1380 RANDALL AVENUE,53894,M1-2,2583000,MESTOUSIS ENTERPRISES LLC,08/17/2020,ZDENKO BELIC,ONLINE MECHANICAL CORP,MP
BX,1699 TOPPING AVENUE,0,R7-1,16020,1699 TOPPING AVENUE LLC,03/09/2021,MOSHE ABRAMOV,HATZLACHA HOME IMPROV *,GC
BX,1699 TOPPING AVENUE,0,R7-1,16020,1699 TOPPING AVENUE LLC,12/04/2020,YEDIDYA BLAU,YEDID BUILDERS INC,GC
BX,2140 GLEASON AVENUE,6340,R5,83895,IOCOVELLO ANTHONY,01/14/2021,ANTHONY IOCOVELLO,IOCOVELLO & SONS BUILDERS,GC
BX,2140 GLEASON AVENUE,6340,R5,83895,IOCOVELLO ANTHONY,01/14/2021,ANTHONY IOCOVELLO,IOCOVELLO & SONS BUILDERS,GC
BX,2140 GLEASON AVENUE,6340,R5,83895,IOCOVELLO ANTHONY,07/31/2020,MICHAEL WIDING,ALL HOUR SEWER SERVICE CO,MP
BX,222 ECHO PLACE,33399,R8,1728000,222 - 226 ECHO PLACE LLC,04/15/2020,ERROL SMALL,ROCK E SMALL PLBG&HTG INC,MP
BX,222 ECHO PLACE,33399,R8,1728000,222 - 226 ECHO PLACE LLC,12/09/2020,FABIAN RAMIREZ,FIRST CLASS MANAGEMENT CO,GC
BX,222 ECHO PLACE,33399,R8,1728000,222 - 226 ECHO PLACE LLC,08/10/2020,FABIAN RAMIREZ,FIRST CLASS MANAGEMENT CO,GC
BX,222 ECHO PLACE,33399,R8,1728000,222 - 226 ECHO PLACE LLC,10/14/2020,FABIAN RAMIREZ,FIRST CLASS MANAGEMENT CO,GC
BX,222 ECHO PLACE,33399,R8,1728000,222 - 226 ECHO PLACE LLC,10/14/2020,FABIAN RAMIREZ,FIRST CLASS MANAGEMENT CO,GC
BX,1329 MORRIS AVENUE,16754,R7-1,144900,1329 MORRIS AVENUE LLC,07/16/2020,AGLIN ZEFI,A2Z CONSTRUCTION GROUP IN,GC
BX,1329 MORRIS AVENUE,16754,R7-1,144900,1329 MORRIS AVENUE LLC,09/15/2020,AGLIN ZEFI,A2Z CONSTRUCTION GROUP IN,GC
BX,1329 MORRIS AVENUE,16754,R7-1,144900,1329 MORRIS AVENUE LLC,01/13/2021,XHULIA ZEFI,ZEFI & CO. LLC,GC
BX,378 EAST 165 STREET,25716,R7-1,1442700,378 EAST LLC,07/29/2020,RAYMOND BRAKSHKIS,RAYMOND'S PLBG & HTG LLC,MP
BX,378 EAST 165 STREET,25716,R7-1,1442700,378 EAST LLC,07/29/2020,RAYMOND BRAKSHKIS,RAYMOND'S PLBG & HTG LLC,MP
BX, ,26147,R8,294750,E&G WALTON DEVELOPERS LLC,03/30/2021,LLOYD DRUMMOND,LLOYD G DRUMMOND PLBG&GEN,MP
BX, ,26147,R8,294750,E&G WALTON DEVELOPERS LLC,07/06/2020,EGRIS HAXHARI,H20 LLC,GC
BX,1118 HAVEMEYER AVENUE,48614,R5,3440250,REBEKAH REHAB ASSISTED LIVING PROGRAM I NC.,04/03/2020,ROBERT CUCUZZA,RELIABLE PLBG & HTG CORP,MP
BX,1118 HAVEMEYER AVENUE,48614,R5,3440250,REBEKAH REHAB ASSISTED LIVING PROGRAM I NC.,04/03/2020,ROBERT CUCUZZA,RELIABLE PLBG & HTG CORP,MP
BX,1118 HAVEMEYER AVENUE,48614,R5,3440250,REBEKAH REHAB ASSISTED LIVING PROGRAM I NC.,10/14/2020,SALVATORE TIRRO,TIRCON LLC,GC
BX,1118 HAVEMEYER AVENUE,48614,R5,3440250,REBEKAH REHAB ASSISTED LIVING PROGRAM I NC.,10/14/2020,SALVATORE TIRRO,TIRCON LLC,GC
BX,1331 JEROME AVENUE,201090,R8A,2044350,1331 JEROME AVENUE HOUSING DEVELOPMENT F UND,04/17/2020,DANIEL COBLEIGH,BOLIVAR BUILDERS LLC,GC
BX,1331 JEROME AVENUE,201090,R8A,2044350,1331 JEROME AVENUE HOUSING DEVELOPMENT F UND,04/17/2020,DANIEL COBLEIGH,BOLIVAR BUILDERS LLC,GC
BX,1331 JEROME AVENUE,201090,R8A,2044350,1331 JEROME AVENUE HOUSING DEVELOPMENT F UND,04/17/2020,DANIEL COBLEIGH,BOLIVAR BUILDERS LLC,GC
BX,1331 JEROME AVENUE,201090,R8A,2044350,1331 JEROME AVENUE HOUSING DEVELOPMENT F UND,07/07/2020,ROBERT CUCUZZA,RELIABLE PLBG & HTG CORP,MP
BX,820 CONCOURSE VILLAGE W,90742,C8-3,7068600,UNAVAILABLE OWNER,06/17/2020,HERBERT CHAN,CHAMPION INTERNATIONAL CO,GC
BX,757 CONCOURSE VILLAGE W,50603,C8-3,5286600,DAGNY ENTERPRISES LLC,05/22/2020,PAUL O'DONOHUE,KEL-MAR DESIGNS INC,GC
BX,1285 EDWARD L GRANT HWY,24558,R7-1,1787400,ELG HOLDING LLC,02/14/2021,KAMBIZ YAGHOOBIAN,GLOBAL MANAGEMENT LLC,GC
BX,1285 EDWARD L GRANT HWY,24558,R7-1,1787400,ELG HOLDING LLC,02/14/2021,KAMBIZ YAGHOOBIAN,GLOBAL MANAGEMENT LLC,GC
BX,1285 EDWARD L GRANT HWY,24558,R7-1,1787400,ELG HOLDING LLC,10/19/2020,KAMBIZ YAGHOOBIAN,GLOBAL MANAGEMENT LLC,GC
BX,1285 EDWARD L GRANT HWY,24558,R7-1,1787400,ELG HOLDING LLC,10/19/2020,KAMBIZ YAGHOOBIAN,GLOBAL MANAGEMENT LLC,GC
BX,972 WOODYCREST AVENUE,65028,R7-1,1820700,966 WOODYCREST DEVELOPMENT LLC,03/18/2021,MICHAEL FRONING,SKF GENERAL CONTRACTORS,GC
BX,972 WOODYCREST AVENUE,65028,R7-1,1820700,966 WOODYCREST DEVELOPMENT LLC,07/21/2020,CHUN-HSIUNG HUANG,PINNACLE PLBG & HTG CORP,MP
BX,972 WOODYCREST AVENUE,65028,R7-1,1820700,966 WOODYCREST DEVELOPMENT LLC,07/21/2020,CHUN-HSIUNG HUANG,PINNACLE PLBG & HTG CORP,MP
BX,972 WOODYCREST AVENUE,65028,R7-1,1820700,966 WOODYCREST DEVELOPMENT LLC,07/30/2020,MICHAEL FRONING,SKF GENERAL CONTRACTORS,GC
BX,972 WOODYCREST AVENUE,65028,R7-1,1820700,966 WOODYCREST DEVELOPMENT LLC,07/30/2020,MICHAEL FRONING,SKF GENERAL CONTRACTORS,GC
BX,154 BRUCKNER BOULEVARD,41582,M1-2,3770550,154 BRUCKNER BLVD LLC,05/13/2020,JOSEPH CHUNG,DLC DEVELOPMENT CORP,GC
BX,154 BRUCKNER BOULEVARD,41582,M1-2,3770550,154 BRUCKNER BLVD LLC,05/20/2020,JOSEPH CHUNG,DLC DEVELOPMENT CORP,GC
BX,154 BRUCKNER BOULEVARD,41582,M1-2,3770550,154 BRUCKNER BLVD LLC,03/04/2021,ALAN MITCHELL,A. M. PLUMBING COMPANY,MP
BX,1893 WASHINGTON AVENUE,12675,C4-5X,737550,TREMONT HOTEL LLC,04/07/2020,JOSEPH CHUNG,DLC DEVELOPMENT CORP,GC
BX,1893 WASHINGTON AVENUE,12675,C4-5X,737550,TREMONT HOTEL LLC,04/07/2020,JOSEPH CHUNG,DLC DEVELOPMENT CORP,GC
BX,1893 WASHINGTON AVENUE,12675,C4-5X,737550,TREMONT HOTEL LLC,04/07/2020,JOSEPH CHUNG,DLC DEVELOPMENT CORP,GC
BX,1893 WASHINGTON AVENUE,12675,C4-5X,737550,TREMONT HOTEL LLC,04/07/2020,JOSEPH CHUNG,DLC DEVELOPMENT CORP,GC
BX,1893 WASHINGTON AVENUE,12675,C4-5X,737550,TREMONT HOTEL LLC,09/14/2020,HATAM CHESHMEHSHAHI,PACIFIC PLBG&HTG CORP,MP
BX,1893 WASHINGTON AVENUE,12675,C4-5X,737550,TREMONT HOTEL LLC,12/10/2020,JOSEPH CHUNG,DLC DEVELOPMENT CORP,GC
BX,1406 CROTONA PARK EAST,6195,R7-1,282150,1406 CROTONA PARK LLC,05/11/2020,ALAN CHELNITSKY,ACB EQUITY LLC,GC
BX,1406 CROTONA PARK EAST,6195,R7-1,282150,1406 CROTONA PARK LLC,06/08/2020,ALAN CHELNITSKY,ACB EQUITY LLC,GC
BX,1406 CROTONA PARK EAST,6195,R7-1,282150,1406 CROTONA PARK LLC,06/08/2020,ALAN CHELNITSKY,ACB EQUITY LLC,GC
BX,1406 CROTONA PARK EAST,6195,R7-1,282150,1406 CROTONA PARK LLC,05/11/2020,ALAN CHELNITSKY,ACB EQUITY LLC,GC
BX,1406 CROTONA PARK EAST,6195,R7-1,282150,1406 CROTONA PARK LLC,06/08/2020,ALAN CHELNITSKY,ACB EQUITY LLC,GC
BX,1406 CROTONA PARK EAST,6195,R7-1,282150,1406 CROTONA PARK LLC,06/08/2020,ALAN CHELNITSKY,ACB EQUITY LLC,GC
BX,536 WALES AVENUE,23070,R7-1,534578,SS PISA CORP,06/05/2020,CAROLINA ALCANTARA LIRIANO,C & J CONST AND PAINTING,GC
BX,536 WALES AVENUE,23070,R7-1,534578,SS PISA CORP,02/08/2021,THOMAS SCARINCI,GJ PLUMBING LLC,MP
BX,536 WALES AVENUE,23070,R7-1,534578,SS PISA CORP,12/07/2020,CAROLINA ALCANTARA LIRIANO,C & J CONST AND PAINTING,GC
BX,1892 BELMONT AVENUE,27250,R7-1,454950,1892 BELMONT DEVELOPERS LLC,02/16/2021,ARJAN GJUSHI,GJUSHI CONSTRUCTION CO LL,GC
BX,1892 BELMONT AVENUE,27250,R7-1,454950,1892 BELMONT DEVELOPERS LLC,09/11/2020,ARJAN GJUSHI,GJUSHI CONSTRUCTION CO LL,GC
BX,1892 BELMONT AVENUE,27250,R7-1,454950,1892 BELMONT DEVELOPERS LLC,09/14/2020,BLERIM MALOTA,TAP PLUMBING CORP,MP
BX,781 ELSMERE PLACE,0,R7-1,9000,781-783 ELSMERE LLC,01/12/2021,XHULIA ZEFI,ZEFI & CO. LLC,GC
BX,781 ELSMERE PLACE,0,R7-1,9000,781-783 ELSMERE LLC,12/11/2020,XHULIA ZEFI,ZEFI & CO. LLC,GC
BX,1215 FULTON AVENUE,21033,R6,325800,1215 FULTON LLC,01/13/2021,XHULIA ZEFI,ZEFI & CO. LLC,GC
BX,1215 FULTON AVENUE,21033,R6,325800,1215 FULTON LLC,06/26/2020,AGLIN ZEFI,A2Z CONSTRUCTION GROUP IN,GC
BX,1215 FULTON AVENUE,21033,R6,325800,1215 FULTON LLC,09/14/2020,AGLIN ZEFI,A2Z CONSTRUCTION GROUP IN,GC
BX,1340 PROSPECT AVENUE,0,R7-1,12900,1340 PROSPECT AVE PARTNERS LLC,12/02/2020,DAVID MONTESI,EMPIRE GROUP NYC LLC,GC
BX,1340 PROSPECT AVENUE,0,R7-1,12900,1340 PROSPECT AVE PARTNERS LLC,12/02/2020,DAVID MONTESI,EMPIRE GROUP NYC LLC,GC
BX,1340 PROSPECT AVENUE,0,R7-1,12900,1340 PROSPECT AVE PARTNERS LLC,12/02/2020,DAVID MONTESI,EMPIRE GROUP NYC LLC,GC
BX, TRINITY AVENUE,0,R7-1,32940,HAB RLTY CORP,12/17/2020,DAVID SOFER,ON STAR MANAGEMENT LLC,GC
BX, TOMLINSON AVENUE,1870,R4,31320,PEPA  FLORJAN,06/06/2020,ARJAN GJUSHI,GJUSHI CONSTRUCTION CO LL,GC
BX, TOMLINSON AVENUE,1870,R4,31320,PEPA  FLORJAN,06/06/2020,ARJAN GJUSHI,GJUSHI CONSTRUCTION CO LL,GC
BX, TOMLINSON AVENUE,1870,R4,31320,PEPA  FLORJAN,06/06/2020,ARJAN GJUSHI,GJUSHI CONSTRUCTION CO LL,GC
BX, TOMLINSON AVENUE,1870,R4,31320,PEPA  FLORJAN,06/06/2020,ARJAN GJUSHI,GJUSHI CONSTRUCTION CO LL,GC
BX, TOMLINSON AVENUE,1870,R4,31320,PEPA  FLORJAN,02/16/2021,ARJAN GJUSHI,GJUSHI CONSTRUCTION CO LL,GC
BX, TOMLINSON AVENUE,1870,R4,31320,PEPA  FLORJAN,02/16/2021,ARJAN GJUSHI,GJUSHI CONSTRUCTION CO LL,GC
BX, TOMLINSON AVENUE,1870,R4,31320,PEPA  FLORJAN,09/11/2020,ARJAN GJUSHI,GJUSHI CONSTRUCTION CO LL,GC
BX, TOMLINSON AVENUE,1870,R4,31320,PEPA  FLORJAN,09/11/2020,ARJAN GJUSHI,GJUSHI CONSTRUCTION CO LL,GC
BX, TOMLINSON AVENUE,1870,R4,31320,PEPA  FLORJAN,09/14/2020,BLERIM MALOTA,TAP PLUMBING CORP,MP
