Borough,Address,Elevator Device Type,Job Number,Filing Type,Filing Status,Filing Date
MN,211 EAST 122 STREET,Elevator,M00340665,New Filing,Permit Entire,06/16/2020
MN,103 LENOX AVENUE,Elevator,M00352833,New Filing,Permit Entire,06/10/2020
MN,103 LENOX AVENUE,Elevator,M00352833,New Filing,Permit Entire,06/10/2020
MN,4180 BROADWAY,Elevator,M00351783,New Filing,Permit Entire,06/11/2020
MN,515 AUDUBON AVENUE,Elevator,M00353967,New Filing,Permit Entire,06/03/2020
MN,600 WEST 181 STREET,Escalator,M00359031,New Filing,Plan Examiner Review,06/18/2020
BX,2264 CRESTON AVENUE,Elevator,X00356008,New Filing,Permit Entire,06/17/2020
BX,2608 CRESTON AVENUE,Elevator,X00350812,New Filing,Permit Entire,06/16/2020
MN,10 BENNETT AVENUE,Elevator,M00332405,New Filing,Permit Entire,06/15/2020
BX,1 WEST FORDHAM ROAD,Conveyor,X00324322,New Filing,Objections,06/11/2020
MN,36 RIVINGTON STREET,Elevator,M00348339,New Filing,Permit Entire,06/09/2020
BX,2342 ANDREWS AVENUE NORTH,Elevator,X00352303,New Filing,Signed Off,06/02/2020
BX,2342 ANDREWS AVENUE NORTH,Elevator,X00352303,New Filing,Signed Off,06/02/2020
BX,102 WEST 183 STREET,Elevator,X00352970,New Filing,Signed Off,06/01/2020
BX,2695 HEATH AVENUE,Elevator,X00341863,New Filing,Objections,06/04/2020
MN,231 WEST 121 STREET,Elevator,M00300390,New Filing,Permit Entire,06/19/2020
MN,2070 ADAM C POWELL BLVD,Elevator,M00357034,New Filing,Permit Entire,06/17/2020
MN,438 EAST 12 STREET,Elevator,M00353066,New Filing,Permit Entire,06/01/2020
BX,2950 BAINBRIDGE AVENUE,Elevator,X00356284,New Filing,Permit Entire,06/10/2020
BX,2950 BAINBRIDGE AVENUE,Elevator,X00356284,New Filing,Permit Entire,06/10/2020
BX,4 GOUVERNEUR PLACE,Elevator,X00322516,New Filing,Pending Plan Examiner Assignment,06/19/2020
BX,4320 VAN CORTLANDT PARK E,Elevator,X00348759,New Filing,Permit Entire,06/12/2020
BX,4320 VAN CORTLANDT PARK E,Elevator,X00348755,New Filing,Permit Entire,06/12/2020
BX,4320 VAN CORTLANDT PARK E,Elevator,X00348759,New Filing,Permit Entire,06/12/2020
BX,4320 VAN CORTLANDT PARK E,Elevator,X00348755,New Filing,Permit Entire,06/12/2020
MN,104 2 AVENUE,Elevator,M00359788,New Filing,Permit Entire,06/18/2020
BX,732 EAST 144 STREET,Elevator,X00353900,New Filing,Permit Entire,06/03/2020
BX,732 EAST 144 STREET,Elevator,X00353900,New Filing,Permit Entire,06/03/2020
MN,2324 AMSTERDAM AVENUE,Elevator,M00359806,New Filing,Pending Plan Examiner Assignment,06/19/2020
BX,880 EAST 147 STREET,Personnel Hoist,X00222622,New Filing,Permit Entire,06/06/2020
BX,880 EAST 147 STREET,Personnel Hoist,X00222622,New Filing,Permit Entire,06/06/2020
MN,2420 AMSTERDAM AVENUE,Personnel Hoist,M00321037,PAA,Approved,06/04/2020
MN,4280 BROADWAY,Elevator,M00354700,New Filing,Permit Entire,06/15/2020
MN,4280 BROADWAY,Elevator,M00354700,New Filing,Permit Entire,06/15/2020
MN,20 SHERMAN AVENUE,Elevator,M00353976,New Filing,Permit Entire,06/03/2020
MN,20 SHERMAN AVENUE,Elevator,M00353976,New Filing,Permit Entire,06/03/2020
MN,30 DONGAN PLACE,Elevator,M00333272,PAA,Approved,06/05/2020
MN,567 FT WASHINGTON AVENUE,Elevator,M00355903,New Filing,Permit Entire,06/12/2020
MN,567 FT WASHINGTON AVENUE,Elevator,M00355903,New Filing,Permit Entire,06/12/2020
MN,228 NAGLE AVENUE,Elevator,M00349809,New Filing,Permit Entire,06/18/2020
MN,235 EAST 11 STREET,Elevator,M00327443,New Filing,Permit Entire,06/12/2020
BX,711 EAST 230 STREET,Elevator,X00344751,New Filing,Permit Entire,06/18/2020
MN,44 MERCER STREET,Elevator,M00304943,New Filing,Permit Entire,06/16/2020
BX,261 GRAND CONCOURSE,Elevator,X00353475,New Filing,Permit Entire,06/02/2020
BX,261 GRAND CONCOURSE,Elevator,X00353475,New Filing,Permit Entire,06/02/2020
MN,430 BROOME STREET,Elevator,M00327094,New Filing,Objections,06/17/2020
MN,379 WEST BROADWAY,Elevator,M00352300,New Filing,Signed Off,06/01/2020
MN,379 WEST BROADWAY,Elevator,M00352300,New Filing,Signed Off,06/01/2020
BX,1005 INTERVALE AVENUE,Elevator,X00238492,New Filing,Permit Entire,06/18/2020
MN,549 BROADWAY,Elevator,M00353259,New Filing,Pending Plan Examiner Assignment,06/19/2020
MN,104 GREENE STREET,Elevator,M00356548,New Filing,Plan Examiner Review,06/18/2020
MN,430 WEST BROADWAY,Elevator,M00353549,New Filing,Permit Entire,06/09/2020
BX,950 SUMMIT AVENUE,Elevator,X00340091,New Filing,Pending Plan Examiner Assignment,06/19/2020
MN,584 BROADWAY,Elevator,M00350535,New Filing,Permit Entire,06/08/2020
MN,584 BROADWAY,Elevator,M00350535,New Filing,Permit Entire,06/08/2020
MN,600 BROADWAY,Elevator,M00351058,New Filing,Permit Entire,06/02/2020
MN,600 BROADWAY,Elevator,M00351058,New Filing,Permit Entire,06/02/2020
MN,600 BROADWAY,Elevator,M00338228,New Filing,Permit Entire,06/05/2020
BX,915 WESTCHESTER AVENUE,Elevator,X00348952,New Filing,Pending Plan Examiner Assignment,06/19/2020
MN,48 GREAT JONES STREET,Elevator,M00357567,New Filing,Permit Entire,06/17/2020
BX,220 EAST 178 STREET,Elevator,X00353843,New Filing,Permit Entire,06/05/2020
BX,1495 MORRIS AVENUE,Elevator,X00342153,PAA,Approved,06/09/2020
BX,1711 MORRIS AVENUE,Elevator,X00332946,New Filing,Permit Entire,06/17/2020
MN,159 BLEECKER STREET,Elevator,M00352036,New Filing,Permit Entire,06/02/2020
MN,722 BROADWAY,Elevator,M00289679,New Filing,Permit Entire,06/16/2020
MN,713 BROADWAY,Elevator,M00359573,New Filing,Pending Plan Examiner Assignment,06/19/2020
MN,707 BROADWAY,Elevator,M00358211,New Filing,Pending Plan Examiner Assignment,06/19/2020
MN,707 BROADWAY,Elevator,M00354279,New Filing,Permit Entire,06/16/2020
MN,715 BROADWAY,Elevator,M00331996,New Filing,Permit Entire,06/10/2020
MN,715 BROADWAY,Elevator,M00356155,New Filing,Permit Entire,06/16/2020
MN,36 EAST 8 STREET,Elevator,M00359395,New Filing,Pending Plan Examiner Assignment,06/19/2020
BX,1261 SEABURY AVENUE,Elevator,X00245191,New Filing,Permit Entire,06/10/2020
MN,16 EAST 8 STREET,Elevator,M00353599,New Filing,Permit Entire,06/02/2020
MN,16 EAST 8 STREET,Elevator,M00353599,New Filing,Permit Entire,06/02/2020
MN,797 BROADWAY,Elevator,M00356823,New Filing,Permit Entire,06/17/2020
MN,797 BROADWAY,Elevator,M00356847,New Filing,Permit Entire,06/17/2020
MN,797 BROADWAY,Elevator,M00356787,New Filing,Plan Examiner Review,06/17/2020
BX,1305 MORRIS AVENUE,Elevator,X00340348,New Filing,Objections,06/05/2020
BX,1776 CLAY AVENUE,Elevator,X00348520,New Filing,Pending Plan Examiner Assignment,06/19/2020
MN,44 EAST 14 STREET,Elevator,M00352684,New Filing,Permit Entire,06/02/2020
MN,44 EAST 14 STREET,Elevator,M00352684,New Filing,Permit Entire,06/02/2020
MN,44 EAST 14 STREET,Elevator,M00355313,New Filing,Permit Entire,06/08/2020
BX,1630 GRAND AVENUE,Elevator,X00303220,New Filing,Pending Plan Examiner Assignment,06/19/2020
BX,3060 EAST TREMONT AVENUE,Elevator,X00341641,New Filing,Permit Entire,06/01/2020
BX,1926 CROTONA PARKWAY,Elevator,X00358292,New Filing,Permit Entire,06/16/2020
MN,304 HUDSON STREET,Elevator,M00339308,New Filing,Objections,06/05/2020
MN,304 HUDSON STREET,Elevator,M00339308,New Filing,Objections,06/05/2020
BX,1571 UNDERCLIFF AVENUE,Elevator,X00358185,New Filing,Permit Entire,06/15/2020
MN,333 HUDSON STREET,Elevator,M00353801,New Filing,Sign Off Request Initiated,06/08/2020
MN,333 HUDSON STREET,Elevator,M00353801,New Filing,Sign Off Request Initiated,06/08/2020
BX,1932 BRYANT AVENUE,Elevator,X00213380,PAA,Approved,06/10/2020
BX,1932 BRYANT AVENUE,Accessibility Lift,X00344574,New Filing,Permit Entire,06/02/2020
BX,499 EAST 188 STREET,Elevator,X00315417,New Filing,Permit Entire,06/18/2020
BX,2075 CLINTON AVENUE,Elevator,X00350220,New Filing,Pending Plan Examiner Assignment,06/19/2020
BX,2230 TIEBOUT AVENUE,Elevator,X00358796,New Filing,Permit Entire,06/18/2020
BX,3450 GATES PLACE,Elevator,X00344648,New Filing,Permit Entire,06/18/2020
BX,2300 GRAND CONCOURSE,Elevator,X00352276,New Filing,Permit Entire,06/01/2020
BX,2300 GRAND CONCOURSE,Elevator,X00352276,New Filing,Permit Entire,06/01/2020
MN,529 WEST 29 STREET,Elevator,M00314306,New Filing,Permit Entire,06/01/2020
MN,391 9 AVENUE,Elevator,M00358097,New Filing,Objections,06/17/2020
MN,391 9 AVENUE,Elevator,M00356707,New Filing,Permit Entire,06/11/2020
MN,391 9 AVENUE,Elevator,M00356707,New Filing,Permit Entire,06/11/2020
BX,2828 DECATUR AVENUE,Elevator,X00329939,PAA,Approved,06/11/2020
BX,2828 DECATUR AVENUE,Elevator,X00329939,PAA,Approved,06/11/2020
BX,227 EAST 203 STREET,Elevator,X00357678,New Filing,Permit Entire,06/15/2020
BX,227 EAST 203 STREET,Elevator,X00357678,New Filing,Permit Entire,06/15/2020
MN,312 WEST 37 STREET,Elevator,M00347408,New Filing,Permit Entire,06/01/2020
MN,146 8 AVENUE,Elevator,M00356231,New Filing,Permit Entire,06/15/2020
MN,146 8 AVENUE,Elevator,M00356231,New Filing,Permit Entire,06/15/2020
BK,519 ST MARKS AVENUE,Elevator,B00357500,New Filing,Permit Entire,06/15/2020
BK,519 ST MARKS AVENUE,Elevator,B00357500,New Filing,Permit Entire,06/15/2020
MN,128 7 AVENUE,Elevator,M00354413,New Filing,Permit Entire,06/15/2020
MN,128 7 AVENUE,Elevator,M00354413,New Filing,Permit Entire,06/15/2020
MN,241 WEST 19 STREET,Elevator,M00352832,New Filing,Permit Entire,06/02/2020
MN,392 7 AVENUE,Elevator,M00347107,New Filing,Permit Entire,06/04/2020
MN,392 7 AVENUE,Elevator,M00347107,New Filing,Permit Entire,06/04/2020
MN,392 7 AVENUE,Elevator,M00347007,New Filing,Permit Entire,06/04/2020
MN,260 WEST 35 STREET,Elevator,M00345916,New Filing,Sign Off Request Initiated,06/01/2020
BK,1273 PACIFIC STREET,Elevator,B00351099,New Filing,Permit Entire,06/04/2020
MN,615 AVENUE OF THE AMER,Elevator,M00352846,New Filing,Permit Entire,06/04/2020
MN,229 7 AVENUE,Elevator,M00355378,New Filing,Permit Entire,06/08/2020
BK,442 FULTON STREET,Elevator,B00345582,New Filing,Permit Entire,06/17/2020
MN,1430 BROADWAY,Elevator,M00342504,New Filing,Permit Entire,06/01/2020
MN,1430 BROADWAY,Elevator,M00342618,New Filing,Permit Entire,06/01/2020
BK,368 EASTERN PARKWAY,Elevator,B00350777,New Filing,Permit Entire,06/01/2020
BK,1475 PRESIDENT STREET,Elevator,B00354577,New Filing,Permit Entire,06/10/2020
BK,1475 PRESIDENT STREET,Elevator,B00354577,New Filing,Permit Entire,06/10/2020
MN,28 WEST 30 STREET,Elevator,M00300385,New Filing,Permit Entire,06/19/2020
MN,386 5 AVENUE,Elevator,M00347612,New Filing,Permit Entire,06/05/2020
MN,386 5 AVENUE,Elevator,M00356132,New Filing,Permit Entire,06/10/2020
MN,12 WEST 40 STREET,Elevator,M00359847,New Filing,Pending Plan Examiner Assignment,06/19/2020
MN,70 WEST 40 STREET,Elevator,M00351039,New Filing,Pending Plan Examiner Assignment,06/19/2020
MN,17 UNION SQUARE,Elevator,M00353563,New Filing,Permit Entire,06/03/2020
BK,318 WARREN STREET,Elevator,B00191499,PAA,Approved,06/02/2020
BK,318 WARREN STREET,Elevator,B00191499,PAA,Approved,06/02/2020
BX,930 SOUNDVIEW AVENUE,Elevator,X00344427,New Filing,Signed Off,06/02/2020
BX,930 SOUNDVIEW AVENUE,Elevator,X00344427,New Filing,Signed Off,06/02/2020
MN,15 EAST 26 STREET,Elevator,M00250765,PAA,Approved,06/18/2020
MN,7 EAST 30 STREET,Personnel Hoist,M00356927,New Filing,Permit Entire,06/11/2020
MN,7 EAST 30 STREET,Personnel Hoist,M00356927,New Filing,Permit Entire,06/11/2020
MN,15 EAST 33 STREET,Elevator,M00352886,New Filing,Permit Entire,06/01/2020
MN,15 EAST 33 STREET,Elevator,M00352886,New Filing,Permit Entire,06/01/2020
MN,15 EAST 33 STREET,Elevator,M00354863,New Filing,Permit Entire,06/08/2020
MN,47 EAST 34 STREET,Elevator,M00358702,New Filing,Pending Plan Examiner Assignment,06/19/2020
MN,10 PARK AVENUE,Elevator,M00095136,New Filing,Permit Entire,06/03/2020
MN,10 PARK AVENUE,Elevator,M00095136,New Filing,Permit Entire,06/03/2020
MN,355 5 AVENUE,Elevator,M00353945,New Filing,Objections,06/10/2020
MN,355 5 AVENUE,Elevator,M00353945,New Filing,Objections,06/10/2020
MN,237 MADISON AVENUE,Elevator,M00357949,New Filing,Permit Entire,06/15/2020
MN,237 MADISON AVENUE,Elevator,M00357949,New Filing,Permit Entire,06/15/2020
MN,25 EAST 37 STREET,Elevator,M00351912,New Filing,Permit Entire,06/05/2020
MN,9 EAST 38 STREET,Elevator,M00222194,PAA,Approved,06/11/2020
MN,9 EAST 38 STREET,Elevator,M00222194,PAA,Approved,06/11/2020
MN,260 MADISON AVENUE,Elevator,M00354602,New Filing,Permit Entire,06/18/2020
MN,260 MADISON AVENUE,Elevator,M00354610,New Filing,Permit Entire,06/18/2020
MN,261 MADISON AVENUE,Elevator,M00355157,New Filing,Permit Entire,06/18/2020
MN,150 EAST 18 STREET,Elevator,M00274025,PAA,Approved,06/12/2020
MN,150 EAST 18 STREET,Elevator,M00274025,PAA,Approved,06/12/2020
BK,420 CARROLL STREET,Elevator,B00352742,New Filing,Permit Entire,06/03/2020
BK,420 CARROLL STREET,Elevator,B00352742,New Filing,Permit Entire,06/03/2020
BK,599 4 AVENUE,Elevator,B00304938,New Filing,Permit Entire,06/12/2020
BK,599 4 AVENUE,Elevator,B00304938,New Filing,Permit Entire,06/12/2020
BX,3565 BRUCKNER BOULEVARD,Elevator,X00355963,New Filing,Permit Entire,06/16/2020
MN,156 EAST 37 STREET,Elevator,M00351897,New Filing,Permit Entire,06/11/2020
MN,156 EAST 37 STREET,Elevator,M00351897,New Filing,Permit Entire,06/11/2020
BK,3905 2 AVENUE,Elevator,B00353947,New Filing,Permit Entire,06/03/2020
BK,3905 2 AVENUE,Elevator,B00353947,New Filing,Permit Entire,06/03/2020
MN,223 EAST 17 STREET,Elevator,M00358481,New Filing,Permit Entire,06/16/2020
MN,359 2 AVENUE,Personnel Hoist,M00352164,New Filing,Permit Entire,06/16/2020
MN,481 2 AVENUE,Elevator,M00358548,New Filing,Permit Entire,06/16/2020
MN,215 EAST 29 STREET,Elevator,M00352856,New Filing,Permit Entire,06/12/2020
MN,215 EAST 29 STREET,Elevator,M00352856,New Filing,Permit Entire,06/12/2020
MN,327 EAST 26 STREET,Elevator,M00349659,New Filing,Permit Entire,06/05/2020
MN,165 WEST 57 STREET,Elevator,M00358144,New Filing,Permit Entire,06/17/2020
MN,220 WEST 41 STREET,Elevator,M00348484,New Filing,Permit Entire,06/09/2020
MN,828 7 AVENUE,Elevator,M00356612,New Filing,Pending Plan Examiner Assignment,06/19/2020
MN,894 7 AVENUE,Elevator,M00243551,New Filing,Permit Entire,06/04/2020
MN,534 WEST 58 STREET,Elevator,M00355874,New Filing,Permit Entire,06/09/2020
BX,34 MARCONI STREET,Elevator,X00350097,New Filing,Permit Entire,06/04/2020
BK,569 MARCY AVENUE,Elevator,B00167996,PAA,Approved,06/10/2020
MN,2228 BROADWAY,Elevator,M00356799,New Filing,Permit Entire,06/17/2020
MN,570 WEST END AVENUE,Elevator,M00353622,New Filing,Permit Entire,06/17/2020
MN,51 EAST 42 STREET,Elevator,M00058179,PAA,On Hold - No Good Check,06/04/2020
MN,51 EAST 42 STREET,Elevator,M00058179,PAA,On Hold - No Good Check,06/04/2020
MN,4 EAST 43 STREET,Elevator,M00358837,New Filing,Permit Entire,06/16/2020
MN,3 EAST 43 STREET,Elevator,M00351031,New Filing,Permit Entire,06/01/2020
MN,333 MADISON AVENUE,Elevator,M00303930,New Filing,Objections,06/02/2020
MN,333 MADISON AVENUE,Elevator,M00354613,New Filing,On Hold - No Good Check,06/05/2020
MN,333 MADISON AVENUE,Elevator,M00354613,New Filing,On Hold - No Good Check,06/05/2020
MN,333 MADISON AVENUE,Elevator,M00303930,New Filing,Objections,06/02/2020
MN,555 MADISON AVENUE,Elevator,M00352145,New Filing,Permit Entire,06/02/2020
MN,555 MADISON AVENUE,Elevator,M00352145,New Filing,Permit Entire,06/02/2020
MN,575 MADISON AVENUE,Elevator,M00344223,New Filing,Permit Entire,06/02/2020
BX,2238 EASTCHESTER ROAD,Elevator,X00348615,New Filing,Permit Entire,06/17/2020
BK,300 PUTNAM AVENUE,Elevator,B00302086,New Filing,Pending Plan Examiner Assignment,06/19/2020
BX,769 ARNOW AVENUE,Elevator,X00337844,New Filing,Permit Entire,06/18/2020
MN,300 EAST 62 STREET,Elevator,M00289850,New Filing,Permit Entire,06/17/2020
BK,293 DIVISION AVENUE,Elevator,B00244318,New Filing,Permit Entire,06/11/2020
MN,1230 PARK AVENUE,Elevator,M00355494,New Filing,Permit Entire,06/15/2020
MN,1230 PARK AVENUE,Elevator,M00355494,New Filing,Permit Entire,06/15/2020
MN,1435 LEXINGTON AVENUE,Elevator,M00286120,New Filing,Pending Plan Examiner Assignment,06/19/2020
MN,1632 2 AVENUE,Elevator,M00353331,New Filing,Objections,06/01/2020
BK,15 ROEBLING STREET,Elevator,B00351909,New Filing,Permit Entire,06/09/2020
BK,15 ROEBLING STREET,Elevator,B00351914,New Filing,Permit Entire,06/09/2020
MN,1309 5 AVENUE,Elevator,M00354856,New Filing,Permit Entire,06/08/2020
MN,55 EAST 115 STREET,Elevator,M00348728,New Filing,Permit Entire,06/17/2020
BX,4030 BRONX BOULEVARD,Elevator,X00358820,New Filing,Permit Entire,06/18/2020
BX,4054 CARPENTER AVENUE,Elevator,X00358851,New Filing,Permit Entire,06/18/2020
BX,655 EAST 230 STREET,Elevator,X00352316,New Filing,Permit Entire,06/05/2020
BX,667 EAST 232 STREET,Elevator,X00352290,New Filing,Permit Entire,06/01/2020
MN,215 EAST 96 STREET,Elevator,M00356660,New Filing,Objections,06/10/2020
BK,50 PENNSYLVANIA AVENUE,Personnel Hoist,B00353194,New Filing,Plan Examiner Review,06/10/2020
BK,70 SCHOLES STREET,Elevator,B00358931,New Filing,Permit Entire,06/17/2020
BX,4382 FURMAN AVENUE,Elevator,X00337351,New Filing,Permit Entire,06/16/2020
BX,4350 FURMAN AVENUE,Elevator,X00358732,New Filing,Permit Entire,06/18/2020
MN,433 LENOX AVENUE,Elevator,M00360180,New Filing,Permit Entire,06/18/2020
BX,3300 PALMER AVENUE,Elevator,X00352869,New Filing,Permit Entire,06/03/2020
BX,3300 PALMER AVENUE,Elevator,X00352869,New Filing,Permit Entire,06/03/2020
MN,701 ESPLANADE GDNS PLAZA,Elevator,M00360041,New Filing,Permit Entire,06/18/2020
MN,552 WEST 141 STREET,Elevator,M00318435,New Filing,Permit Entire,06/18/2020
MN,1270 ST NICHOLAS AVENUE,Elevator,M00358883,New Filing,Pending Plan Examiner Assignment,06/19/2020
MN,703 WEST 171 STREET,Elevator,M00349330,New Filing,Pending Plan Examiner Assignment,06/19/2020
BX,3255 RANDALL AVENUE,Elevator,X00352277,New Filing,Permit Entire,06/01/2020
MN,2540 AMSTERDAM AVENUE,Elevator,M00358101,New Filing,Permit Entire,06/15/2020
MN,2540 AMSTERDAM AVENUE,Elevator,M00358101,New Filing,Permit Entire,06/15/2020
BX,3713 EAST TREMONT AVENUE,Elevator,X00352883,New Filing,Permit Entire,06/03/2020
BX,3713 EAST TREMONT AVENUE,Elevator,X00352883,New Filing,Permit Entire,06/03/2020
MN,1401 ST NICHOLAS AVENUE,Elevator,M00211602,PAA,Approved,06/17/2020
MN,245 WADSWORTH AVENUE,Elevator,M00354235,New Filing,Permit Entire,06/10/2020
MN,245 WADSWORTH AVENUE,Elevator,M00354235,New Filing,Permit Entire,06/10/2020
MN,1509 ST NICHOLAS AVENUE,Elevator,M00351136,New Filing,Permit Entire,06/05/2020
MN,600 WEST 218 STREET,Elevator,M00299285,New Filing,Permit Entire,06/01/2020
BX,454 EAST 148 STREET,Elevator,X00295129,New Filing,Permit Entire,06/02/2020
BX,454 EAST 148 STREET,Elevator,X00295129,New Filing,Permit Entire,06/02/2020
BK,702 VANDALIA AVENUE,Elevator,B00110975,PAA,Approved,06/09/2020
BX,368 EAST 148 STREET,Elevator,X00356604,New Filing,Permit Entire,06/12/2020
BK,1007 FLATBUSH AVENUE,Elevator,B00340545,New Filing,Objections,06/08/2020
BK,55 WATER STREET,Elevator,B00347516,New Filing,Sign Off Request Initiated,06/12/2020
BK,300 SCHERMERHORN STREET,Elevator,B00251883,New Filing,Permit Entire,06/04/2020
BK,611 ARGYLE ROAD,Elevator,B00354512,New Filing,Permit Entire,06/08/2020
BK,134 MONTAGUE STREET,Elevator,B00300398,New Filing,Permit Entire,06/16/2020
BX,180 WEST 165 STREET,Elevator,X00275445,New Filing,Permit Entire,06/18/2020
BX,1064 FRANKLIN AVENUE,Elevator,X00349169,New Filing,Pending Plan Examiner Assignment,06/19/2020
BK,615 SACKETT STREET,Elevator,B00351833,New Filing,Permit Entire,06/16/2020
BK,715 OCEAN PARKWAY,Elevator,B00350374,New Filing,Permit Entire,06/05/2020
BK,345 UNION STREET,Elevator,B00325327,New Filing,Permit Entire,06/15/2020
BX,862 SOUTHERN BOULEVARD,Elevator,X00352110,New Filing,Permit Entire,06/15/2020
BX,862 SOUTHERN BOULEVARD,Elevator,X00352110,New Filing,Permit Entire,06/15/2020
BK,159 20 STREET,Elevator,B00354823,New Filing,Permit Entire,06/15/2020
BK,877 BAY RIDGE AVENUE,Elevator,B00352954,New Filing,Permit Entire,06/01/2020
BK,6911 SHORE ROAD,Elevator,B00357554,New Filing,Pending Plan Examiner Assignment,06/19/2020
BX,325 EAST 176 STREET,Elevator,X00290008,PAA,Approved,06/02/2020
BX,325 EAST 176 STREET,Elevator,X00290008,PAA,Approved,06/02/2020
BX,110 EAST 177 STREET,Elevator,X00344584,New Filing,Permit Entire,06/18/2020
BK,4520 12 AVENUE,Elevator,B00353750,New Filing,Permit Entire,06/04/2020
BX, ,Elevator,X00353297,New Filing,Permit Entire,06/12/2020
BX, ,Elevator,X00353297,New Filing,Permit Entire,06/12/2020
BX,1362 JEROME AVENUE,Elevator,X00252147,New Filing,Permit Entire,06/05/2020
BK,323 20 STREET,Elevator,B00356881,New Filing,Permit Entire,06/17/2020
BK,430 DEAN STREET,Elevator,B00354095,New Filing,Permit Entire,06/16/2020
BK,226 15 STREET,Elevator,B00357929,New Filing,Permit Entire,06/15/2020
BK,226 15 STREET,Elevator,B00357929,New Filing,Permit Entire,06/15/2020
BK,497 3 STREET,Elevator,B00117838,PAA,Approved,06/17/2020
BK,186 8 STREET,Elevator,B00349931,New Filing,Permit Entire,06/04/2020
BK,28 MARINE AVENUE,Elevator,B00355102,New Filing,Permit Entire,06/09/2020
BX,2045 SOUTHERN BOULEVARD,Elevator,X00348683,New Filing,Permit Entire,06/12/2020
BX,2045 SOUTHERN BOULEVARD,Elevator,X00348683,New Filing,Permit Entire,06/12/2020
BK, ATLANTIC AVENUE,Personnel Hoist,B00328559,PAA,Approved,06/11/2020
BK,662 PACIFIC STREET,Personnel Hoist,B00287491,PAA,Approved,06/02/2020
BX,2334 TIEBOUT AVENUE,Elevator,X00301318,New Filing,Permit Entire,06/03/2020
BX,2334 TIEBOUT AVENUE,Elevator,X00301318,New Filing,Permit Entire,06/03/2020
BX,2195 MORRIS AVENUE,Elevator,X00353825,New Filing,Permit Entire,06/05/2020
BX,15 EVELYN PLACE,Elevator,X00357628,New Filing,Signed Off,06/15/2020
BK,1756 OCEAN AVENUE,Elevator,B00351946,New Filing,Permit Entire,06/02/2020
BK,7401 13 AVENUE,Elevator,B00354710,New Filing,Permit Entire,06/05/2020
BK,1854 OCEAN AVENUE,Elevator,B00353737,New Filing,Sign Off Request Initiated,06/04/2020
BK,441 CROWN STREET,Elevator,B00340919,New Filing,Objections,06/02/2020
BK,329 LINCOLN ROAD,Elevator,B00354584,New Filing,Permit Entire,06/11/2020
BK,329 LINCOLN ROAD,Elevator,B00354584,New Filing,Permit Entire,06/11/2020
BK,1862 EAST 14 STREET,Elevator,B00354202,New Filing,Permit Entire,06/04/2020
BK,2345 OCEAN AVENUE,Elevator,B00348182,New Filing,Permit Entire,06/08/2020
BK,2255 BENSON AVENUE,Elevator,B00356084,New Filing,Permit Entire,06/12/2020
BK,2255 BENSON AVENUE,Elevator,B00356084,New Filing,Permit Entire,06/12/2020
BK,86 BAY 29 STREET,Elevator,B00351856,New Filing,Permit Entire,06/18/2020
BK,8814 BAY PARKWAY,Elevator,B00353265,New Filing,Signed Off,06/01/2020
BK,1625 WEST 6 STREET,Accessibility Lift,B00315446,New Filing,Objections,06/15/2020
BK,1625 WEST 6 STREET,Accessibility Lift,B00315446,New Filing,Objections,06/15/2020
BK,1535 EAST 17 STREET,Elevator,B00300387,New Filing,Permit Entire,06/19/2020
BK,1941 CONEY ISLAND AVENUE,Elevator,B00355989,New Filing,Permit Entire,06/16/2020
BK,1941 CONEY ISLAND AVENUE,Personnel Hoist,B00353573,New Filing,Permit Entire,06/02/2020
BK,1925 QUENTIN ROAD,Elevator,B00347121,New Filing,Permit Entire,06/02/2020
BK,101 LAFAYETTE AVENUE,Elevator,B00353470,New Filing,Permit Entire,06/02/2020
BK,101 LAFAYETTE AVENUE,Elevator,B00353470,New Filing,Permit Entire,06/02/2020
BK,167 LORIMER STREET,Elevator,B00350788,New Filing,Plan Examiner Review,06/04/2020
BK,115 BRIGHTWATER COURT,Elevator,B00352550,New Filing,Permit Entire,06/15/2020
BK,3118 BRIGHTON 4 STREET,Elevator,B00354934,New Filing,Permit Entire,06/11/2020
BK,3118 BRIGHTON 4 STREET,Elevator,B00354934,New Filing,Permit Entire,06/11/2020
BK,144 WEST STREET,Elevator,B00350132,New Filing,Pending Plan Examiner Assignment,06/19/2020
BK,565 FLUSHING AVENUE,Elevator,B00353477,New Filing,Permit Entire,06/02/2020
BK,2661 OCEAN PARKWAY,Personnel Hoist,B00241754,PAA,Objections,06/10/2020
BK,2661 OCEAN PARKWAY,Personnel Hoist,B00241754,PAA,Objections,06/10/2020
BK,285 GRAND STREET,Elevator,B00355806,New Filing,Permit Entire,06/10/2020
BK,342 BEDFORD AVENUE,Elevator,B00360047,New Filing,Permit Entire,06/18/2020
BK,1928 AVENUE U,Elevator,B00349920,New Filing,Objections,06/15/2020
BK,1928 AVENUE U,Elevator,B00349920,New Filing,Objections,06/15/2020
BK,324 DEVOE STREET,Elevator,B00352986,New Filing,Permit Entire,06/03/2020
BK,324 DEVOE STREET,Elevator,B00352986,New Filing,Permit Entire,06/03/2020
BK,1 REWE STREET,Elevator,B00351847,New Filing,Pending Plan Examiner Assignment,06/19/2020
QN,5-19 BORDEN AVENUE,Elevator,Q00355161,New Filing,Permit Entire,06/12/2020
